id,Data_Source,Compound,Source_Chemical_ID,Source_Chemical,Source_Chemical_URL,Source_Kind,Source_ID,Source,Source_URL,Source_Part,Source_Organism_ID,Source_Organism,Source_Organism_URL,Taxonomy,Evidence,Evidence_URLs,Evidence_PMIDs,Evidence_DOIs,refchemids,refsids,pmcids,pclids,References,Compound_CID,Taxonomy_ID
,Natural Product Activity and Species Source (NPASS),"2-((2-((6-Bromohexyl)oxy)ethoxy)methyl)-1,3-dichlorobenzene",NPC73846,NPC73846,https://bidd.group/NPASS/compound.php?compoundID=NPC73846,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,66844903,136217
,Natural Product Activity and Species Source (NPASS),Sabinene hydrate isomer,NPC21266,NPC21266,https://bidd.group/NPASS/compound.php?compoundID=NPC21266,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,67159878,136217
,Natural Product Activity and Species Source (NPASS),Sabinene hydrate isomer,NPC21266,NPC21266,https://bidd.group/NPASS/compound.php?compoundID=NPC21266,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,67159878,136217
,LOTUS - the natural products occurrence database,"1-Hydroxy-1,7-bis(4-hydroxy-3-methoxyphenyl)-6-heptene-3,5-dione",Q105180534,"1-Hydroxy-1,7-bis(4-hydroxy-3-methoxyphenyl)-6-heptene-3,5-dione",https://www.wikidata.org/wiki/Q105180534,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/NP010039X,https://doi.org/10.1021/NP010039X,,10.1021/NP010039X,,,,4063184,"Park S, Kim DSHL. Discovery of Natural Products from <i>Curcuma </i><i>l</i><i>onga</i> that Protect Cells from Beta-Amyloid Insult: A Drug Discovery Effort against Alzheimer's Disease. J. Nat. Prod. 2002 Aug 17;65(9):1227–31. doi: 10.1021/np010039x.",68548065,136217
,LOTUS - the natural products occurrence database,"1-(4-Hydroxyphenyl)-7-(3,4-dihydroxyphenyl)-1,6-heptadiene-3,5-dione",Q110193721,"1-(4-Hydroxyphenyl)-7-(3,4-dihydroxyphenyl)-1,6-heptadiene-3,5-dione",https://www.wikidata.org/wiki/Q110193721,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1002/MRC.2478,https://doi.org/10.1002/MRC.2478,,10.1002/MRC.2478,,,,18076666,"Li W, Wang S, Feng J, Xiao Y, Xue X, Zhang H, Wang Y, Liang X. Structure elucidation and NMR assignments for curcuminoids from the rhizomes of <i>Curcuma longa</i>. Magnetic Reson in Chemistry. 2009 Jun 30;47(10):902–8. doi: 10.1002/mrc.2478.",68738786,136217
,Natural Product Activity and Species Source (NPASS),Cyclocurcumin,NPC271785,NPC271785,https://bidd.group/NPASS/compound.php?compoundID=NPC271785,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,69879809,136217
,Natural Product Activity and Species Source (NPASS),Cyclocurcumin,NPC271785,NPC271785,https://bidd.group/NPASS/compound.php?compoundID=NPC271785,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),PMID:28068085,https://www.ncbi.nlm.nih.gov/pubmed/28068085,28068085,,,,,,,69879809,136217
,Natural Product Activity and Species Source (NPASS),Cyclocurcumin,NPC271785,NPC271785,https://bidd.group/NPASS/compound.php?compoundID=NPC271785,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,69879809,136217
,LOTUS - the natural products occurrence database,"1,4,6-Heptatrien-3-one, 1,7-bis(4-hydroxyphenyl)-, (1E,4E,6E)-",Q105204600,"1,7-Bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one",https://www.wikidata.org/wiki/Q105204600,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1016/0031-9422(93)85548-6|DOI:10.1021/NP010039X|DOI:10.1002/MRC.2478,https://doi.org/10.1016/0031-9422(93)85548-6|https://doi.org/10.1021/NP010039X|https://doi.org/10.1002/MRC.2478,,10.1016/0031-9422(93)85548-6|10.1021/NP010039X|10.1002/MRC.2478,907050,516552958,,4063184|18076666|601720615,"Li W, Wang S, Feng J, Xiao Y, Xue X, Zhang H, Wang Y, Liang X. Structure elucidation and NMR assignments for curcuminoids from the rhizomes of <i>Curcuma longa</i>. Magnetic Reson in Chemistry. 2009 Jun 30;47(10):902–8. doi: 10.1002/mrc.2478.|Park S, Kim DSHL. Discovery of Natural Products from <i>Curcuma </i><i>l</i><i>onga</i> that Protect Cells from Beta-Amyloid Insult: A Drug Discovery Effort against Alzheimer's Disease. J. Nat. Prod. 2002 Aug 17;65(9):1227–31. doi: 10.1021/np010039x.|Nakayama R, Tamura Y, Yamanaka H, Kikuzaki H, Nakatani N. Two curcuminoid pigments from Curcuma domestica. Phytochemistry. 1993 May;33(2):501–2. doi: 10.1016/0031-9422(93)85548-6.",71346280,136217
,Natural Product Activity and Species Source (NPASS),Terpecurcumin F,NPC478448,NPC478448,https://bidd.group/NPASS/compound.php?compoundID=NPC478448,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),PMID:23153397,https://www.ncbi.nlm.nih.gov/pubmed/23153397,23153397,,,,,,,71450687,136217
,LOTUS - the natural products occurrence database,Terpecurcumin F,Q115971801,"(6S)-6-[(1R,4R,5S)-5-hydroxy-4-[4-[(1E,3Z,6E)-3-hydroxy-7-(4-hydroxy-3-methoxyphenyl)-5-oxohepta-1,3,6-trienyl]-2-methoxyphenoxy]-4-methylcyclohex-2-en-1-yl]-2-methylhept-2-en-4-one",https://www.wikidata.org/wiki/Q115971801,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/NP300551G,https://doi.org/10.1021/NP300551G,,10.1021/NP300551G,,,,33644505,"Lin X, Ji S, Li R, Dong Y, Qiao X, Hu H, Yang W, Guo D, Tu P, Ye M. Terpecurcumins A-I from the rhizomes of Curcuma longa: absolute configuration and cytotoxic activity. J Nat Prod. 2012 Dec 28;75(12):2121–31. doi: 10.1021/np300551g. PMID: 23153397.",71450687,136217
,LOTUS - the natural products occurrence database,Terpecurcumin C,Q115971623,Terpecurcumin C,https://www.wikidata.org/wiki/Q115971623,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/NP300551G,https://doi.org/10.1021/NP300551G,,10.1021/NP300551G,188021|188021|188021,500831439|500831439|500831439,,33644505,"Lin X, Ji S, Li R, Dong Y, Qiao X, Hu H, Yang W, Guo D, Tu P, Ye M. Terpecurcumins A-I from the rhizomes of Curcuma longa: absolute configuration and cytotoxic activity. J Nat Prod. 2012 Dec 28;75(12):2121–31. doi: 10.1021/np300551g. PMID: 23153397.",71450688,136217
,Natural Product Activity and Species Source (NPASS),Terpecurcumin C,NPC478451,NPC478451,https://bidd.group/NPASS/compound.php?compoundID=NPC478451,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),PMID:23153397,https://www.ncbi.nlm.nih.gov/pubmed/23153397,23153397,,,,,,,71450688,136217
,Natural Product Activity and Species Source (NPASS),Terpecurcumin D,NPC478450,NPC478450,https://bidd.group/NPASS/compound.php?compoundID=NPC478450,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),PMID:23153397,https://www.ncbi.nlm.nih.gov/pubmed/23153397,23153397,,,,,,,71454270,136217
,LOTUS - the natural products occurrence database,Terpecurcumin D,Q115971527,Terpecurcumin D,https://www.wikidata.org/wiki/Q115971527,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/NP300551G,https://doi.org/10.1021/NP300551G,,10.1021/NP300551G,188022|188022|188022,500831440|500831440|500831440,,33644505,"Lin X, Ji S, Li R, Dong Y, Qiao X, Hu H, Yang W, Guo D, Tu P, Ye M. Terpecurcumins A-I from the rhizomes of Curcuma longa: absolute configuration and cytotoxic activity. J Nat Prod. 2012 Dec 28;75(12):2121–31. doi: 10.1021/np300551g. PMID: 23153397.",71454270,136217
,Natural Product Activity and Species Source (NPASS),Didemethoxybisabolocurcumin Ether,NPC478442,NPC478442,https://bidd.group/NPASS/compound.php?compoundID=NPC478442,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),PMID:23153397,https://www.ncbi.nlm.nih.gov/pubmed/23153397,23153397,,,,,,,71456030,136217
,LOTUS - the natural products occurrence database,Didemethoxybisabolocurcumin Ether,Q115972124,Didemethoxybisabolocurcumin Ether,https://www.wikidata.org/wiki/Q115972124,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/NP300551G,https://doi.org/10.1021/NP300551G,,10.1021/NP300551G,133278|133278|133278,500776696|500776696|500776696,,33644505,"Lin X, Ji S, Li R, Dong Y, Qiao X, Hu H, Yang W, Guo D, Tu P, Ye M. Terpecurcumins A-I from the rhizomes of Curcuma longa: absolute configuration and cytotoxic activity. J Nat Prod. 2012 Dec 28;75(12):2121–31. doi: 10.1021/np300551g. PMID: 23153397.",71456030,136217
,Natural Product Activity and Species Source (NPASS),Terpecurcumin A,NPC478453,NPC478453,https://bidd.group/NPASS/compound.php?compoundID=NPC478453,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),PMID:23153397,https://www.ncbi.nlm.nih.gov/pubmed/23153397,23153397,,,,,,,71457832,136217
,LOTUS - the natural products occurrence database,Terpecurcumin A,Q115972406,Terpecurcumin A,https://www.wikidata.org/wiki/Q115972406,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/NP300551G,https://doi.org/10.1021/NP300551G,,10.1021/NP300551G,188019|188019|188019,500831437|500831437|500831437,,33644505,"Lin X, Ji S, Li R, Dong Y, Qiao X, Hu H, Yang W, Guo D, Tu P, Ye M. Terpecurcumins A-I from the rhizomes of Curcuma longa: absolute configuration and cytotoxic activity. J Nat Prod. 2012 Dec 28;75(12):2121–31. doi: 10.1021/np300551g. PMID: 23153397.",71457832,136217
,LOTUS - the natural products occurrence database,Demethoxybisabolocurcumin Ether,Q115971907,Demethoxybisabolocurcumin Ether,https://www.wikidata.org/wiki/Q115971907,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/NP300551G,https://doi.org/10.1021/NP300551G,,10.1021/NP300551G,131717|131717|131717,500775135|500775135|500775135,,33644505,"Lin X, Ji S, Li R, Dong Y, Qiao X, Hu H, Yang W, Guo D, Tu P, Ye M. Terpecurcumins A-I from the rhizomes of Curcuma longa: absolute configuration and cytotoxic activity. J Nat Prod. 2012 Dec 28;75(12):2121–31. doi: 10.1021/np300551g. PMID: 23153397.",71459740,136217
,Natural Product Activity and Species Source (NPASS),Demethoxybisabolocurcumin Ether,NPC478443,NPC478443,https://bidd.group/NPASS/compound.php?compoundID=NPC478443,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),PMID:23153397,https://www.ncbi.nlm.nih.gov/pubmed/23153397,23153397,,,,,,,71459740,136217
,LOTUS - the natural products occurrence database,Terpecurcumin I,Q115972558,"(6S)-6-[(1R,2R)-2-[2-hydroxy-5-[(1E,3Z,6E)-3-hydroxy-7-(4-hydroxy-3-methoxyphenyl)-5-oxohepta-1,3,6-trienyl]-3-methoxyphenyl]-4-methylcyclohex-3-en-1-yl]-2-methylhept-2-en-4-one",https://www.wikidata.org/wiki/Q115972558,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/NP300551G,https://doi.org/10.1021/NP300551G,,10.1021/NP300551G,,,,33644505,"Lin X, Ji S, Li R, Dong Y, Qiao X, Hu H, Yang W, Guo D, Tu P, Ye M. Terpecurcumins A-I from the rhizomes of Curcuma longa: absolute configuration and cytotoxic activity. J Nat Prod. 2012 Dec 28;75(12):2121–31. doi: 10.1021/np300551g. PMID: 23153397.",71459741,136217
,Natural Product Activity and Species Source (NPASS),Terpecurcumin I,NPC478445,NPC478445,https://bidd.group/NPASS/compound.php?compoundID=NPC478445,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),PMID:23153397,https://www.ncbi.nlm.nih.gov/pubmed/23153397,23153397,,,,,,,71459741,136217
,Natural Product Activity and Species Source (NPASS),Terpecurcumin E,NPC478449,NPC478449,https://bidd.group/NPASS/compound.php?compoundID=NPC478449,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),PMID:23153397,https://www.ncbi.nlm.nih.gov/pubmed/23153397,23153397,,,,,,,71459742,136217
,LOTUS - the natural products occurrence database,Terpecurcumin E,Q115971911,"(1E,4Z,6E)-5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)-7-[4-[(1R,4R,6S)-6-hydroxy-1-methyl-4-[(2S)-6-methylhept-5-en-2-yl]cyclohex-2-en-1-yl]oxy-3-methoxyphenyl]hepta-1,4,6-trien-3-one",https://www.wikidata.org/wiki/Q115971911,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/NP300551G,https://doi.org/10.1021/NP300551G,,10.1021/NP300551G,,,,33644505,"Lin X, Ji S, Li R, Dong Y, Qiao X, Hu H, Yang W, Guo D, Tu P, Ye M. Terpecurcumins A-I from the rhizomes of Curcuma longa: absolute configuration and cytotoxic activity. J Nat Prod. 2012 Dec 28;75(12):2121–31. doi: 10.1021/np300551g. PMID: 23153397.",71459742,136217
,LOTUS - the natural products occurrence database,Terpecurcumin B,Q115971624,Terpecurcumin B,https://www.wikidata.org/wiki/Q115971624,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/NP300551G,https://doi.org/10.1021/NP300551G,,10.1021/NP300551G,188020|188020|188020,500831438|500831438|500831438,,33644505,"Lin X, Ji S, Li R, Dong Y, Qiao X, Hu H, Yang W, Guo D, Tu P, Ye M. Terpecurcumins A-I from the rhizomes of Curcuma longa: absolute configuration and cytotoxic activity. J Nat Prod. 2012 Dec 28;75(12):2121–31. doi: 10.1021/np300551g. PMID: 23153397.",71459743,136217
,Natural Product Activity and Species Source (NPASS),Terpecurcumin B,NPC478452,NPC478452,https://bidd.group/NPASS/compound.php?compoundID=NPC478452,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),PMID:23153397,https://www.ncbi.nlm.nih.gov/pubmed/23153397,23153397,,,,,,,71459743,136217
,Natural Product Activity and Species Source (NPASS),Terpecurcumin H,NPC478446,NPC478446,https://bidd.group/NPASS/compound.php?compoundID=NPC478446,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),PMID:23153397,https://www.ncbi.nlm.nih.gov/pubmed/23153397,23153397,,,,,,,71461465,136217
,LOTUS - the natural products occurrence database,Terpecurcumin H,Q115971548,"(1E,4Z,6E)-5-hydroxy-7-[4-hydroxy-3-[(1R,4S,6R)-4-hydroxy-3-methyl-6-[(2S)-6-methylhept-5-en-2-yl]cyclohex-2-en-1-yl]-5-methoxyphenyl]-1-(4-hydroxy-3-methoxyphenyl)hepta-1,4,6-trien-3-one",https://www.wikidata.org/wiki/Q115971548,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/NP300551G,https://doi.org/10.1021/NP300551G,,10.1021/NP300551G,,,,33644505,"Lin X, Ji S, Li R, Dong Y, Qiao X, Hu H, Yang W, Guo D, Tu P, Ye M. Terpecurcumins A-I from the rhizomes of Curcuma longa: absolute configuration and cytotoxic activity. J Nat Prod. 2012 Dec 28;75(12):2121–31. doi: 10.1021/np300551g. PMID: 23153397.",71461465,136217
,LOTUS - the natural products occurrence database,Bisabolocurcumin Ether,Q115970896,Bisabolocurcumin Ether,https://www.wikidata.org/wiki/Q115970896,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/NP300551G,https://doi.org/10.1021/NP300551G,,10.1021/NP300551G,120324|120324|120324,500763742|500763742|500763742,,33644505,"Lin X, Ji S, Li R, Dong Y, Qiao X, Hu H, Yang W, Guo D, Tu P, Ye M. Terpecurcumins A-I from the rhizomes of Curcuma longa: absolute configuration and cytotoxic activity. J Nat Prod. 2012 Dec 28;75(12):2121–31. doi: 10.1021/np300551g. PMID: 23153397.",71463189,136217
,Natural Product Activity and Species Source (NPASS),Bisabolocurcumin Ether,NPC478444,NPC478444,https://bidd.group/NPASS/compound.php?compoundID=NPC478444,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),PMID:23153397,https://www.ncbi.nlm.nih.gov/pubmed/23153397,23153397,,,,,,,71463189,136217
,LOTUS - the natural products occurrence database,"(3R,5S,8E)-5,9,14-Trimethyl-4,12-dioxatricyclo[9.3.0.03,5]tetradeca-1(11),8,13-trien-2-one",Q104970782,"(3R,5S,8E)-5,9,14-trimethyl-4,12-dioxatricyclo[9.3.0.03,5]tetradeca-1(11),8,13-trien-2-one",https://www.wikidata.org/wiki/Q104970782,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1080/14786410903052951,https://doi.org/10.1080/14786410903052951,,10.1080/14786410903052951,,,,3123419,"Aspollah Sukari M, Wah TS, Saad SM, Rashid NY, Rahmani M, Lajis NH, Hin TY. Bioactive sesquiterpenes from<i>Curcuma ochrorhiza</i>and<i>Curcuma heyneana</i>. Natural Product Research. 2010 May 20;24(9):838–45. doi: 10.1080/14786410903052951.",71694446,136217
,LOTUS - the natural products occurrence database,[4-(4-Hydroxyphenyl)-2-oxobut-3-enyl] 3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate,Q105349179,[4-(4-Hydroxyphenyl)-2-oxobut-3-enyl] 3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate,https://www.wikidata.org/wiki/Q105349179,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1248/CPB.55.940,https://doi.org/10.1248/CPB.55.940,,10.1248/CPB.55.940,,,,24797786,"Zeng Y, Qiu F, Takahashi K, Liang J, Qu G, Yao X. New sesquiterpenes and calebin derivatives from Curcuma longa. Chem Pharm Bull (Tokyo). 2007 Jun;55(6):940–3. doi: 10.1248/cpb.55.940. PMID: 17541200.",73318874,136217
,LOTUS - the natural products occurrence database,"1,5-Dihydroxy-1,7-bis(4-hydroxy-3-methoxyphenyl)-4,6-heptadiene-3-one",Q110194155,"1,5-Dihydroxy-1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-4,6-dien-3-one",https://www.wikidata.org/wiki/Q110194155,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1002/MRC.2478,https://doi.org/10.1002/MRC.2478,,10.1002/MRC.2478,,,,18076666,"Li W, Wang S, Feng J, Xiao Y, Xue X, Zhang H, Wang Y, Liang X. Structure elucidation and NMR assignments for curcuminoids from the rhizomes of <i>Curcuma longa</i>. Magnetic Reson in Chemistry. 2009 Jun 30;47(10):902–8. doi: 10.1002/mrc.2478.",73818349,136217
,Natural Product Activity and Species Source (NPASS),"(1E)-1-methyl-5-methylidene-8-propan-2-ylcyclodeca-1,6-diene",NPC300649,NPC300649,https://bidd.group/NPASS/compound.php?compoundID=NPC300649,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,74764030,136217
,Natural Product Activity and Species Source (NPASS),"(1E)-1-methyl-5-methylidene-8-propan-2-ylcyclodeca-1,6-diene",NPC300649,NPC300649,https://bidd.group/NPASS/compound.php?compoundID=NPC300649,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,74764030,136217
,LOTUS - the natural products occurrence database,"2-[2-(5,5,8a-trimethyl-2-methylidene-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl)ethylidene]butanedial",Q105268009,"2-[2-(5,5,8a-trimethyl-2-methylidene-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl)ethylidene]butanedial",https://www.wikidata.org/wiki/Q105268009,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1016/0031-9422(88)83038-3,https://doi.org/10.1016/0031-9422(88)83038-3,,10.1016/0031-9422(88)83038-3,,,,674658436,"Firman K, Kinoshita T, Itai A, Sankawa U. Terpenoids from Curcuma heyneana. Phytochemistry. 1988;27(12):3887–91. doi: 10.1016/0031-9422(88)83038-3.",75094027,136217
,LOTUS - the natural products occurrence database,[4-(4-Hydroxy-3-methoxyphenyl)-2-oxobut-3-enyl] 3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate,Q105281368,[4-(4-Hydroxy-3-methoxyphenyl)-2-oxobut-3-enyl] 3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate,https://www.wikidata.org/wiki/Q105281368,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/NP010039X,https://doi.org/10.1021/NP010039X,,10.1021/NP010039X,,,,4063184,"Park S, Kim DSHL. Discovery of Natural Products from <i>Curcuma </i><i>l</i><i>onga</i> that Protect Cells from Beta-Amyloid Insult: A Drug Discovery Effort against Alzheimer's Disease. J. Nat. Prod. 2002 Aug 17;65(9):1227–31. doi: 10.1021/np010039x.",78200755,136217
,LOTUS - the natural products occurrence database,[4-(4-Hydroxy-3-methoxyphenyl)-2-oxobut-3-enyl] 3-(4-hydroxyphenyl)prop-2-enoate,Q104937448,[4-(4-Hydroxy-3-methoxyphenyl)-2-oxobut-3-enyl] 3-(4-hydroxyphenyl)prop-2-enoate,https://www.wikidata.org/wiki/Q104937448,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1248/CPB.55.940,https://doi.org/10.1248/CPB.55.940,,10.1248/CPB.55.940,,,,24797786,"Zeng Y, Qiu F, Takahashi K, Liang J, Qu G, Yao X. New sesquiterpenes and calebin derivatives from Curcuma longa. Chem Pharm Bull (Tokyo). 2007 Jun;55(6):940–3. doi: 10.1248/cpb.55.940. PMID: 17541200.",85050216,136217
,LOTUS - the natural products occurrence database,"1-(4-Hydroxy-3-methoxyphenyl)-5-(4-hydroxyphenyl)penta-1,4-dien-3-one",Q110195004,"1-(4-Hydroxy-3-methoxyphenyl)-5-(4-hydroxyphenyl)penta-1,4-dien-3-one",https://www.wikidata.org/wiki/Q110195004,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1002/MRC.2478|DOI:10.1016/0031-9422(93)85179-U,https://doi.org/10.1002/MRC.2478|https://doi.org/10.1016/0031-9422(93)85179-U,,10.1002/MRC.2478|10.1016/0031-9422(93)85179-U,,,,18076666|728352825,"Li W, Wang S, Feng J, Xiao Y, Xue X, Zhang H, Wang Y, Liang X. Structure elucidation and NMR assignments for curcuminoids from the rhizomes of <i>Curcuma longa</i>. Magnetic Reson in Chemistry. 2009 Jun 30;47(10):902–8. doi: 10.1002/mrc.2478.|Masuda T, Jitoe A, Isobe J, Nakatani N, Yonemori S. Anti-oxidative and anti-inflammatory curcumin-related phenolics from rhizomes of Curcuma domestica. Phytochemistry. 1993;32(6):1557–60. doi: 10.1016/0031-9422(93)85179-u.",85152062,136217
,LOTUS - the natural products occurrence database,"5-Hydroxy-1,7-bis(4-hydroxyphenyl)-4,6-heptadiene-3-one",Q105330038,"5-Hydroxy-1,7-bis(4-hydroxyphenyl)hepta-4,6-dien-3-one",https://www.wikidata.org/wiki/Q105330038,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1271/BBB.80871|DOI:10.1002/MRC.2478,https://doi.org/10.1271/BBB.80871|https://doi.org/10.1002/MRC.2478,,10.1271/BBB.80871|10.1002/MRC.2478,,,,18076666|28196261,"Li W, Wang S, Feng J, Xiao Y, Xue X, Zhang H, Wang Y, Liang X. Structure elucidation and NMR assignments for curcuminoids from the rhizomes of <i>Curcuma longa</i>. Magnetic Reson in Chemistry. 2009 Jun 30;47(10):902–8. doi: 10.1002/mrc.2478.|KITA T, IMAI S, SAWADA H, SETO H. Isolation of Dihydrocurcuminoids from Cell Clumps and Their Distribution in Various Parts of Turmeric (<i>Curcuma longa</i>). Bioscience, Biotechnology, and Biochemistry. 2009 May 23;73(5):1113–7. doi: 10.1271/bbb.80871.",85206212,136217
,LOTUS - the natural products occurrence database,"1,7-bis(4-Hydroxy-3-methoxyphenyl)hepta-1,4,6-trien-3-one",Q105135164,"1,7-bis(4-Hydroxy-3-methoxyphenyl)hepta-1,4,6-trien-3-one",https://www.wikidata.org/wiki/Q105135164,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/NP010039X,https://doi.org/10.1021/NP010039X,,10.1021/NP010039X,,,,4063184,"Park S, Kim DSHL. Discovery of Natural Products from <i>Curcuma </i><i>l</i><i>onga</i> that Protect Cells from Beta-Amyloid Insult: A Drug Discovery Effort against Alzheimer's Disease. J. Nat. Prod. 2002 Aug 17;65(9):1227–31. doi: 10.1021/np010039x.",85309552,136217
,Natural Product Activity and Species Source (NPASS),1-Hex-5-en-2-yl-4-methylbenzene,NPC490066,alpha-Curcumene,https://bidd.group/NPASS/compound.php?compoundID=NPC490066,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,555453,505551182,,,,85871309,136217
