id,Data_Source,Compound,Source_Chemical_ID,Source_Chemical,Source_Chemical_URL,Source_Kind,Source_ID,Source,Source_URL,Source_Part,Source_Organism_ID,Source_Organism,Source_Organism_URL,Taxonomy,Evidence,Evidence_URLs,Evidence_PMIDs,Evidence_DOIs,refchemids,refsids,pmcids,pclids,References,Compound_CID,Taxonomy_ID
,LOTUS - the natural products occurrence database,"(1E,4Z,6E)-5-Hydroxy-1,7-Bis(4-Hydroxyphenyl)Hepta-1,4,6-Trien-3-One",Q76303632,"(1E,4Z,6E)-5-hydroxy-1,7-bis(4-hydroxyphenyl)hepta-1,4,6-trien-3-one",https://www.wikidata.org/wiki/Q76303632,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/NP970459F|DOI:10.1055/S-2000-8533|DOI:10.1055/S-2001-18860,https://doi.org/10.1021/NP970459F|https://doi.org/10.1055/S-2000-8533|https://doi.org/10.1055/S-2001-18860,,10.1021/NP970459F|10.1055/S-2000-8533|10.1055/S-2001-18860,68311|68311,500711729|500711729,,2944154|4063180|27347228,"Song EK, Cho H, Kim JS, Kim NY, An NH, Kim JA, Lee SH, Kim YC. Diarylheptanoids with free radical scavenging and hepatoprotective activity in vitro from Curcuma longa. Planta Med. 2001 Dec;67(9):876–7. doi: 10.1055/s-2001-18860. PMID: 11745031.|Rasmussen HB, Christensen SB, Kvist LP, Karazmi A. A simple and efficient separation of the curcumins, the antiprotozoal constituents of Curcuma longa. Planta Med. 2000 May;66(4):396–8. doi: 10.1055/s-2000-8533. PMID: 10865470.|Roth GN, Chandra A, Nair MG. Novel bioactivities of Curcuma longa constituents. J Nat Prod. 1998 Apr;61(4):542–5. doi: 10.1021/np970459f. PMID: 9584408.",5324473,136217
,LOTUS - the natural products occurrence database,"(1E,4Z,6E)-1-(4-Hydroxyphenyl)-5-hydroxy-7-(3-methoxy-4-hydroxyphenyl)-1,4,6-heptatriene-3-one",Q63399836,"(1E,4Z,6E)-1-(4-Hydroxyphenyl)-5-hydroxy-7-(3-methoxy-4-hydroxyphenyl)-1,4,6-heptatriene-3-one",https://www.wikidata.org/wiki/Q63399836,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/NP010039X|DOI:10.1021/NP970459F|DOI:10.1021/NP300551G|DOI:10.1055/S-2000-8533,https://doi.org/10.1021/NP010039X|https://doi.org/10.1021/NP970459F|https://doi.org/10.1021/NP300551G|https://doi.org/10.1055/S-2000-8533,,10.1021/NP010039X|10.1021/NP970459F|10.1021/NP300551G|10.1055/S-2000-8533,1049389,518140736,,2944154|4063184|27347228|33644505,"Lin X, Ji S, Li R, Dong Y, Qiao X, Hu H, Yang W, Guo D, Tu P, Ye M. Terpecurcumins A-I from the rhizomes of Curcuma longa: absolute configuration and cytotoxic activity. J Nat Prod. 2012 Dec 28;75(12):2121–31. doi: 10.1021/np300551g. PMID: 23153397.|Park S, Kim DSHL. Discovery of Natural Products from <i>Curcuma </i><i>l</i><i>onga</i> that Protect Cells from Beta-Amyloid Insult: A Drug Discovery Effort against Alzheimer's Disease. J. Nat. Prod. 2002 Aug 17;65(9):1227–31. doi: 10.1021/np010039x.|Rasmussen HB, Christensen SB, Kvist LP, Karazmi A. A simple and efficient separation of the curcumins, the antiprotozoal constituents of Curcuma longa. Planta Med. 2000 May;66(4):396–8. doi: 10.1055/s-2000-8533. PMID: 10865470.|Roth GN, Chandra A, Nair MG. Novel bioactivities of Curcuma longa constituents. J Nat Prod. 1998 Apr;61(4):542–5. doi: 10.1021/np970459f. PMID: 9584408.",5324476,136217
,Natural Product Activity and Species Source (NPASS),"(1E,4Z,6E)-1-(4-Hydroxyphenyl)-5-hydroxy-7-(3-methoxy-4-hydroxyphenyl)-1,4,6-heptatriene-3-one",NPC189844,Demethoxycurcumin,https://bidd.group/NPASS/compound.php?compoundID=NPC189844,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),PMID:23153397,https://www.ncbi.nlm.nih.gov/pubmed/23153397,23153397,,131719,500775137,,,,5324476,136217
,Natural Product Activity and Species Source (NPASS),"(1E,4Z,6E)-1-(4-Hydroxyphenyl)-5-hydroxy-7-(3-methoxy-4-hydroxyphenyl)-1,4,6-heptatriene-3-one",NPC189844,Demethoxycurcumin,https://bidd.group/NPASS/compound.php?compoundID=NPC189844,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),PMID:9584408,https://www.ncbi.nlm.nih.gov/pubmed/9584408,9584408,,131719,500775137,,,,5324476,136217
,Natural Product Activity and Species Source (NPASS),"(1E,4Z,6E)-1-(4-Hydroxyphenyl)-5-hydroxy-7-(3-methoxy-4-hydroxyphenyl)-1,4,6-heptatriene-3-one",NPC189844,Demethoxycurcumin,https://bidd.group/NPASS/compound.php?compoundID=NPC189844,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,131719,500775137,,,,5324476,136217
,Natural Product Activity and Species Source (NPASS),"(1E,4Z,6E)-1-(4-Hydroxyphenyl)-5-hydroxy-7-(3-methoxy-4-hydroxyphenyl)-1,4,6-heptatriene-3-one",NPC189844,Demethoxycurcumin,https://bidd.group/NPASS/compound.php?compoundID=NPC189844,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),PMID:12350137,https://www.ncbi.nlm.nih.gov/pubmed/12350137,12350137,,131719,500775137,,,,5324476,136217
,Natural Product Activity and Species Source (NPASS),"4-Terpineol, (-)-",NPC71506,(-)-Terpinen-4-Ol,https://bidd.group/NPASS/compound.php?compoundID=NPC71506,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,526749|526749|526749,505522478|505522478|505522478,,,,5325830,136217
,Natural Product Activity and Species Source (NPASS),"gamma-BISABOLENE, (E)-",NPC7934,NPC7934,https://bidd.group/NPASS/compound.php?compoundID=NPC7934,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5352437,136217
,Natural Product Activity and Species Source (NPASS),"gamma-BISABOLENE, (E)-",NPC7934,NPC7934,https://bidd.group/NPASS/compound.php?compoundID=NPC7934,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5352437,136217
,Natural Product Activity and Species Source (NPASS),1-methyl-4-[(E)-6-methylhept-4-en-2-yl]benzene,NPC98434,NPC98434,https://bidd.group/NPASS/compound.php?compoundID=NPC98434,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5352479,136217
,Natural Product Activity and Species Source (NPASS),1-methyl-4-[(E)-6-methylhept-4-en-2-yl]benzene,NPC98434,NPC98434,https://bidd.group/NPASS/compound.php?compoundID=NPC98434,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5352479,136217
,Natural Product Activity and Species Source (NPASS),(Z)-alpha-Bisabolene,NPC303305,NPC303305,https://bidd.group/NPASS/compound.php?compoundID=NPC303305,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5352653,136217
,LOTUS - the natural products occurrence database,Dehydrozingerone,Q27155299,Dehydrozingerone,https://www.wikidata.org/wiki/Q27155299,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1016/0021-9673(96)00103-3,https://doi.org/10.1016/0021-9673(96)00103-3,,10.1016/0021-9673(96)00103-3,,,,721480478,"Hiserodt R, Hartman TG, Ho C, Rosen RT. Characterization of powdered turmeric by liquid chromatography-mass spectrometry and gas chromatography-mass spectrometry. Journal of Chromatography A. 1996 Jul;740(1):51–63. doi: 10.1016/0021-9673(96)00103-3.",5354238,136217
,Natural Product Activity and Species Source (NPASS),"Caryophyllene,alpha + beta mixt.",NPC231738,NPC231738,https://bidd.group/NPASS/compound.php?compoundID=NPC231738,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5354499,136217
,Natural Product Activity and Species Source (NPASS),"Caryophyllene,alpha + beta mixt.",NPC231738,NPC231738,https://bidd.group/NPASS/compound.php?compoundID=NPC231738,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5354499,136217
,Natural Product Activity and Species Source (NPASS),Peruviol,NPC194586,Nerolidiol,https://bidd.group/NPASS/compound.php?compoundID=NPC194586,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5356544,136217
,Natural Product Activity and Species Source (NPASS),Peruviol,NPC194586,Nerolidiol,https://bidd.group/NPASS/compound.php?compoundID=NPC194586,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5356544,136217
,Natural Product Activity and Species Source (NPASS),"Germacr-1(10)-ene-5,8-dione",NPC187625,NPC187625,https://bidd.group/NPASS/compound.php?compoundID=NPC187625,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5362828,136217
,Natural Product Activity and Species Source (NPASS),"Germacr-1(10)-ene-5,8-dione",NPC187625,NPC187625,https://bidd.group/NPASS/compound.php?compoundID=NPC187625,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5362828,136217
,Natural Product Activity and Species Source (NPASS),"Germacr-1(10)-ene-5,8-dione",NPC187625,NPC187625,https://bidd.group/NPASS/compound.php?compoundID=NPC187625,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5362828,136217
,Natural Product Activity and Species Source (NPASS),"3-Hexadecene, (3Z)-",NPC106729,NPC106729,https://bidd.group/NPASS/compound.php?compoundID=NPC106729,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5364494,136217
,Natural Product Activity and Species Source (NPASS),d-alpha-Santalol,NPC308297,NPC308297,https://bidd.group/NPASS/compound.php?compoundID=NPC308297,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5368797,136217
,LOTUS - the natural products occurrence database,"(4Z,6E)-5-Hydroxy-1,7-bis(4-hydroxy-3-methoxyphenyl)-4,6-heptadien-3-one",Q76305633,"(4Z,6E)-5-Hydroxy-1,7-bis(4-hydroxy-3-methoxyphenyl)-4,6-heptadie n-3-one",https://www.wikidata.org/wiki/Q76305633,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1271/BBB.80871|DOI:10.1016/0031-9422(80)83033-0,https://doi.org/10.1271/BBB.80871|https://doi.org/10.1016/0031-9422(80)83033-0,,10.1271/BBB.80871|10.1016/0031-9422(80)83033-0,,,,28196261|643505514,"KITA T, IMAI S, SAWADA H, SETO H. Isolation of Dihydrocurcuminoids from Cell Clumps and Their Distribution in Various Parts of Turmeric (<i>Curcuma longa</i>). Bioscience, Biotechnology, and Biochemistry. 2009 May 23;73(5):1113–7. doi: 10.1271/bbb.80871.|Ravindranath V, Satyanarayana MN. An unsymmetrical diarylheptanoid from Curcuma longa. Phytochemistry. 1980 Jan;19(9):2031–2. doi: 10.1016/0031-9422(80)83033-0.",5372374,136217
,Natural Product Activity and Species Source (NPASS),"1,6-Cyclodecadiene, 1-methyl-5-methylene-8-(1-methylethyl)-",NPC43114,NPC43114,https://bidd.group/NPASS/compound.php?compoundID=NPC43114,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5373727,136217
,Natural Product Activity and Species Source (NPASS),"1,6-Cyclodecadiene, 1-methyl-5-methylene-8-(1-methylethyl)-",NPC43114,NPC43114,https://bidd.group/NPASS/compound.php?compoundID=NPC43114,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5373727,136217
,Natural Product Activity and Species Source (NPASS),,NPC167718,NPC167718,https://bidd.group/NPASS/compound.php?compoundID=NPC167718,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5379348,136217
,Natural Product Activity and Species Source (NPASS),,NPC80630,NPC80630,https://bidd.group/NPASS/compound.php?compoundID=NPC80630,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5379611,136217
,Natural Product Activity and Species Source (NPASS),4-((Z)-2-(3-Methoxyphenyl)Ethenyl)Phenol,NPC12987,4-[(Z)-2-(3-Methoxyphenyl)Ethenyl]Phenol,https://bidd.group/NPASS/compound.php?compoundID=NPC12987,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5469252,136217
,Natural Product Activity and Species Source (NPASS),Demethoxycurcumin,NPC71941,NPC71941,https://bidd.group/NPASS/compound.php?compoundID=NPC71941,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5469424,136217
,Natural Product Activity and Species Source (NPASS),Demethoxycurcumin,NPC71941,NPC71941,https://bidd.group/NPASS/compound.php?compoundID=NPC71941,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5469424,136217
,Natural Product Activity and Species Source (NPASS),Demethoxycurcumin,NPC71941,NPC71941,https://bidd.group/NPASS/compound.php?compoundID=NPC71941,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5469424,136217
,Natural Product Activity and Species Source (NPASS),Demethoxycurcumin,NPC71941,NPC71941,https://bidd.group/NPASS/compound.php?compoundID=NPC71941,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5469424,136217
,Natural Product Activity and Species Source (NPASS),Demethoxycurcumin,NPC71941,NPC71941,https://bidd.group/NPASS/compound.php?compoundID=NPC71941,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5469424,136217
,LOTUS - the natural products occurrence database,Demethoxycurcumin,Q5264607,Demethoxycurcumin,https://www.wikidata.org/wiki/Q5264607,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/JF051765Z|DOI:10.1248/CPB.33.1725|DOI:10.1111/J.2042-7158.1953.TB14007.X|DOI:10.1016/0031-9422(93)85179-U|DOI:10.1021/NP010039X|DOI:10.1021/JF00020A008|DOI:10.1016/S0031-9422(00)83937-0|DOI:10.1271/BBB.80075|DOI:10.1021/JF025506A|DOI:10.1016/0021-9673(96)00103-3|DOI:10.1080/14786410310001620691|DOI:10.1007/BF02290463|DOI:10.1021/NP050327J|DOI:10.1016/S0192-0561(99)00050-8|DOI:10.1016/S0021-9673(98)00540-8|DOI:10.1080/01483918808067200|DOI:10.1081/JLC-100101751|DOI:10.1021/NP050327J.S001|DOI:10.1055/S-2000-8533|DOI:10.1007/BF01332943,https://doi.org/10.1021/JF051765Z|https://doi.org/10.1248/CPB.33.1725|https://doi.org/10.1111/J.2042-7158.1953.TB14007.X|https://doi.org/10.1016/0031-9422(93)85179-U|https://doi.org/10.1021/NP010039X|https://doi.org/10.1021/JF00020A008|https://doi.org/10.1016/S0031-9422(00)83937-0|https://doi.org/10.1271/BBB.80075|https://doi.org/10.1021/JF025506A|https://doi.org/10.1016/0021-9673(96)00103-3|https://doi.org/10.1080/14786410310001620691|https://doi.org/10.1007/BF02290463|https://doi.org/10.1021/NP050327J|https://doi.org/10.1016/S0192-0561(99)00050-8|https://doi.org/10.1016/S0021-9673(98)00540-8|https://doi.org/10.1080/01483918808067200|https://doi.org/10.1081/JLC-100101751|https://doi.org/10.1021/NP050327J.S001|https://doi.org/10.1055/S-2000-8533|https://doi.org/10.1007/BF01332943,,10.1021/JF051765Z|10.1248/CPB.33.1725|10.1111/J.2042-7158.1953.TB14007.X|10.1016/0031-9422(93)85179-U|10.1021/NP010039X|10.1021/JF00020A008|10.1016/S0031-9422(00)83937-0|10.1271/BBB.80075|10.1021/JF025506A|10.1016/0021-9673(96)00103-3|10.1080/14786410310001620691|10.1007/BF02290463|10.1021/NP050327J|10.1016/S0192-0561(99)00050-8|10.1016/S0021-9673(98)00540-8|10.1080/01483918808067200|10.1081/JLC-100101751|10.1021/NP050327J.S001|10.1055/S-2000-8533|10.1007/BF01332943,131719,500775137,PMC2533857,2944154|4063181|4063184|10342045|11182736|11969262|12483739|20023636|28800390|32147190|202721465|209257691|617371783|622596290|692749616|711164298|721480478|725032284|726610682|728352825,"KITA T, IMAI S, SAWADA H, KUMAGAI H, SETO H. The Biosynthetic Pathway of Curcuminoid in Turmeric (<i>Curcuma longa</i>) as Revealed by<sup>13</sup>C-Labeled Precursors. Bioscience, Biotechnology, and Biochemistry. 2008 Jul 23;72(7):1789–98. doi: 10.1271/bbb.80075.|Funk JL, Oyarzo JN, Frye JB, Chen G, Lantz RC, Jolad SD, Sólyom AM, Timmermann BN. Turmeric extracts containing curcuminoids prevent experimental rheumatoid arthritis. J Nat Prod. 2006 Mar;69(3):351–5. PMID: 16562833; PMCID: PMC2533857.|Park BS, Kim JG, Kim MR, Lee SE, Takeoka GR, Oh KB, Kim JH. Curcuma longa L. constituents inhibit sortase A and Staphylococcus aureus cell adhesion to fibronectin. J Agric Food Chem. 2005 Nov 16;53(23):9005–9. doi: 10.1021/jf051765z. PMID: 16277395.|Kang HM, Son KH, Yang DC, Han DC, Kim JH, Baek NI, Kwon BM. Inhibitory activity of diarylheptanoids on farnesyl protein transferase. Nat Prod Res. 2004 Aug;18(4):295–9. doi: 10.1080/14786410310001620691. PMID: 15214479.|Park S, Kim DSHL. Discovery of Natural Products from <i>Curcuma </i><i>l</i><i>onga</i> that Protect Cells from Beta-Amyloid Insult: A Drug Discovery Effort against Alzheimer's Disease. J. Nat. Prod. 2002 Aug 17;65(9):1227–31. doi: 10.1021/np010039x.|Jayaprakasha GK, Jagan Mohan Rao L, Sakariah KK. Improved HPLC method for the determination of curcumin, demethoxycurcumin, and bisdemethoxycurcumin. J Agric Food Chem. 2002 Jun 19;50(13):3668–72. doi: 10.1021/jf025506a. PMID: 12059141.|Rasmussen HB, Christensen SB, Kvist LP, Karazmi A. A simple and efficient separation of the curcumins, the antiprotozoal constituents of Curcuma longa. Planta Med. 2000 May;66(4):396–8. doi: 10.1055/s-2000-8533. PMID: 10865470.|Gupta B, Ghosh B. Curcuma longa inhibits TNF-a induced expression of adhesion molecules on human umbilical vein endothelial cells. International Journal of Immunopharmacology. 1999 Nov;21(11):745–57. doi: 10.1016/s0192-0561(99)00050-8.|Gupta AP, Gupta MM, Kumar S. SIMULTANEOUS DETERMINATION OF CURCUMINOIDS IN <i>CURCUMA</i> SAMPLES USING HIGH PERFORMANCE THIN LAYER CHROMATOGRAPHY. Journal of Liquid Chromatography & Related Technologies. 1999 Jan;22(10):1561–9. doi: 10.1081/jlc-100101751.|He X, Lin L, Lian L, Lindenmaier M. Liquid chromatography–electrospray mass spectrometric analysis of curcuminoids and sesquiterpenoids in turmeric (Curcuma longa). Journal of Chromatography A. 1998 Aug;818(1):127–32. doi: 10.1016/s0021-9673(98)00540-8.|Hiserodt R, Hartman TG, Ho C, Rosen RT. Characterization of powdered turmeric by liquid chromatography-mass spectrometry and gas chromatography-mass spectrometry. Journal of Chromatography A. 1996 Jul;740(1):51–63. doi: 10.1016/0021-9673(96)00103-3.|Masuda T, Jitoe A, Isobe J, Nakatani N, Yonemori S. Anti-oxidative and anti-inflammatory curcumin-related phenolics from rhizomes of Curcuma domestica. Phytochemistry. 1993;32(6):1557–60. doi: 10.1016/0031-9422(93)85179-u.|Jitoe A, Masuda T, Tengah IGP, Suprapta DN, Gara IW, Nakatani N. Antioxidant activity of tropical ginger extracts and analysis of the contained curcuminoids. J. Agric. Food Chem. 1992 Aug;40(8):1337–40. doi: 10.1021/jf00020a008.|Taylor SJ, McDowell IJ. Determination of the curcuminoid pigments in turmeric (Curcuma domestica Val) by reversed-phase high-performance liquid chromatography. Chromatographia. 1992 Jul;34(1-2):73–7. doi: 10.1007/bf02290463.|Tønnesen HH, Karlsen J, Adhikary SR, Pandey R. Studies on curcumin and curcuminoids XVII. Variation in the content of curcuminoids inCurcuma longa L. from Nenal during one season. European Food Research and Technology. 1989 Aug;189(2):116–8. doi: 10.1007/bf01332943.|Khurana A, Ho C. High Performance Liquid Chromatographic Analysis of Curcuminoids and Their Photo-oxidative Decomposition Compounds in Curcuma Longa L. Journal of Liquid Chromatography. 1988 Sep;11(11):2295–304. doi: 10.1080/01483918808067200.|Toda S, Miyase T, Arichi H, Tanizawa H, Takino Y. Natural antioxidants. III. Antioxidative components isolated from rhizome of Curcuma longa L. Chem Pharm Bull (Tokyo). 1985 Apr;33(4):1725–8. doi: 10.1248/cpb.33.1725. PMID: 4042250.|Matthes HWD, Luu B, Ourisson G. Cytotoxic components of Zingiber zerumbet, Curcuma zedoaria and C. domestica. Phytochemistry. 1980 Jan;19(12):2643–50. doi: 10.1016/s0031-9422(00)83937-0.|SRINIVASAN KR. A chromatographic study of the curcuminoids in Curcuma longa, L. J Pharm Pharmacol. 1953 Jul;5(7):448–57. doi: 10.1111/j.2042-7158.1953.tb14007.x. PMID: 13070173.|Turmeric Extracts Containing Curcuminoids Prevent Experimental Rheumatoid Arthritis. (). doi: 10.1021/np050327j.s001.",5469424,136217
